source_stop_id,target_stop_id,weight,mode,line,route_short_name,route_long_name,transfer,distance_meters,estimated_time_min,data_source
LTFRB_483,LTFRB_484,2.59,jeep,LTFRB_PUJ1500,,Novaliches - Tala via Quirino,False,325.62,2.59,gtfs
LTFRB_483,LTFRB_485,3.65,jeep,LTFRB_PUJ2269,,TALA NOVALICHES via QUIRINO AVENUE,False,645.52,3.65,gtfs
LTFRB_4830,LTFRB_4829,2.36,jeep,LTFRB_PUJ2352,,Montalban Wawa,False,259.14,2.36,gtfs
LTFRB_4830,LTFRB_4831,2.43,jeep,LTFRB_PUJ2351,,Montalban Wawa,False,279.13,2.43,gtfs
LTFRB_4831,LTFRB_4830,2.43,jeep,LTFRB_PUJ2352,,Montalban Wawa,False,279.13,2.43,gtfs
LTFRB_4832,LTFRB_1311,2.94,jeep,LTFRB_PUJ2433,,Talayan Vill A Bonifacio 5th Ave,False,431.62,2.94,gtfs
LTFRB_4832,LTFRB_4345,2.58,jeep,LTFRB_PUJ2401,,Quezon Ave LRT 5th Avenue Caloocan,False,324.47,2.58,gtfs
LTFRB_484,LTFRB_483,2.59,jeep,LTFRB_PUJ1501,,Novaliches - Tala via Quirino,False,325.62,2.59,gtfs
LTFRB_484,LTFRB_485,2.6,jeep,LTFRB_PUJ1500,,Novaliches - Tala via Quirino,False,329.4,2.6,gtfs
LTFRB_485,LTFRB_483,3.65,jeep,LTFRB_PUJ2270,,TALA NOVALICHES via QUIRINO AVENUE,False,645.52,3.65,gtfs
LTFRB_485,LTFRB_484,2.6,jeep,LTFRB_PUJ1501,,Novaliches - Tala via Quirino,False,329.4,2.6,gtfs
LTFRB_485,LTFRB_486,1.9,jeep,LTFRB_PUJ1500,,Novaliches - Tala via Quirino,False,121.05,1.9,gtfs
LTFRB_486,LTFRB_485,1.9,jeep,LTFRB_PUJ2270,,TALA NOVALICHES via QUIRINO AVENUE,False,121.05,1.9,gtfs
LTFRB_486,LTFRB_487,1.94,jeep,LTFRB_PUJ1500,,Novaliches - Tala via Quirino,False,132.74,1.94,gtfs
LTFRB_487,LTFRB_480,5.41,jeep,LTFRB_PUJ1877,,NOVA-TALA,False,1172.26,5.41,gtfs
